,Comment,Sentiment
5782,Omg that was a lot of spicy sauce😂😱,Neutral
5783,Hahahaha I cannot stop laughing at Simons reaction,Negative
5784,100% deserved,Neutral
5785,This was one of the best pranks she had done 😂,Positive
5786,GO KATE,Neutral
5787,"Please don't try this he  gona die for this 
OMG he can't breath 
If you prank him like this again take same water put under the table or samewhere you rich for his safte",Positive
5788,Yes tapout wtf 😂😂😂😂😂😂😂😂😂😂😂😂😂,Negative
5789,slaimen should tell her lets continue but switch the bowls around.. with out her knowing,Neutral
5790,he need some milk!,Neutral
5791,Worth it,Positive
5792,XDDDDDDDD,Neutral
5793,I was literally screaming at slaimans reaction😂😂😭😭,Negative
5794,This is the first time I've actually cried of laughter while watching a prank,Positive
5795,HOLY MOLY KATE.....Slaiman gonna be shitting magma and farting heat waves!!!!,Negative
5796,i feel sorry for his toilet,Negative
5797,Braune Mundwinkel kommen in der Regel vom Scheisse labern 😂,Neutral
5798,i’m almost at 150 subs!!! I’m so Hype!! 🥔🥔 I did something like this on my channel,Positive
5799,live-streaming The Ksi- Logan Paul event on my channel on August 25th!!!!,Neutral
5800,You should make your own channel,Neutral
5801,"His toilet is gonna BLOW!!!!!!
💩💩💩💩💨💦",Neutral
5802,drink milk not water lol,Negative
5803,*Haaaaah* kate!,Neutral
5804,i was laughing so hard u wont believe it!,Positive
5805,couldn't give a huge thumbs up because the thumbs button it kinda small,Negative
5806,Slaimans face is the best!! 😂😂😂,Positive
5807,OMG😂😂😂😂😂10:23 Slaiman face is so funny,Positive
5808,Lol this is one of the best pranks she's done.,Positive
5809,LMFAO,Positive
5810,omg that's so savage kate,Negative
5811,"haaa haaa 
omg i have never laught sooo much bruhhh😂😂😂",Neutral
5812,2:34 abd there we see a woman in her natural habitat🤣🤣👌,Positive
5813,*takes the wrong bowl*,Negative
5814,You two are f****d!!! OMG! 😂😂,Neutral
5815,Oof.... he deserves it. Bravo!,Neutral
5816,"I absolutely love when Kate gives the double thumbs up, always makes me laugh :)",Positive
5817,*Now **_this_** is a fun prank!*,Positive
5818,Water is the worst. What about milk?🤦🏽‍♀️,Negative
5819,U want to kilL ur bf?,Negative
5820,Yes kate you go gorl💕😄,Positive
5821,Almost at 2mil guys cant wait,Neutral
5822,I love u .both of you from algerie,Positive
5823,He should have had MILK NOT WATER !!,Neutral
5824,"""Haaaahhhhh Kate!""😂😂😂",Neutral
5825,EVIL BITCH,Negative
5826,He’s crying 😂😂😂,Negative
5827,Was She trying to KILL HIM ??,Negative
5828,13:06 I'm dead,Negative
5829,"He deserves payback and pushes emotional pranks but jesus fuck 500,000 scovles fuck hella and no water?, basically a widow maker challenge",Negative
5830,It's 7.15am and I feel like noodles thanks Kate,Positive
5831,AHHHAHHAAHHAH I*M CRYING!!!,Negative
5832,So cringey acting. He acts just like the time Kate was prank ed with spicy food and Kate is acting just like slaiman in that video,Positive
5833,slaihmans prank was bad but this was just mean! he was straight crying and kate didn’t even help. i felt so bad!,Negative
5834,agggggghhhhhhhh KATE !,Neutral
5835,Omg😂😂😂😂😂😂,Neutral
5836,you guys are the best youtubers ever. I am actually obbsessed with u guys and have seen almost every single one of your videos. Luv ya.,Positive
5837,That's to far kate hpw os Slaiman,Neutral
5838,slaiman  screams like a girl,Positive
5839,And this is why Kate still stays with Slaiman 😂,Neutral
5840,"I don't think it's A GOOD Idea !  What if He Starts CHOKING OR CAN'T BREATHE !!
Hope He's Still Alive !!",Negative
5841,That's gonna be an Afterburner for sure lol,Positive
5842,Wait wait wait DID SHE MOVE IN? Cuz if she did FINA FRICKING LY,Positive
5843,I’ve tried the ramen by itself and it is INCREDIBLY hot like actual physical pain comes from it so wow i feel great SERVES U RIGHT HA,Positive
5844,Slaiman is fat ass hoe 😂,Negative
5845,Im i the only one tired of them constantly doing pranks? Show us y'alls relationship❤,Negative
5846,He keeps eating it!!! What a Savage!!! Except for that scream,Negative
5847,"Kate explain Scoville units, and dosen’t seem to realise she is the hottest!!",Neutral
5848,Haaaaaaa Kate haaa haaaaaahhhh haaa 😂😂😂😂😂,Neutral
5849,😂😂😂,Neutral
5850,"Hold up 100,000 scovile ain't nothing",Neutral
5851,This was funny,Positive
5852,"his voice and his face 😹😹😹,  one like= one pray for 🍉❤️😩 SLAIMAN",Positive
5853,😂😂😂😂😂😂,Neutral
5854,Yo i was laughing so hard I couldn’t breathe!,Positive
5855,best prank ever,Positive
5856,ganzer erfolg,Neutral
5857,Good prank Katie,Positive
5858,#teamkate,Neutral
5859,Hes so salty every time he gets pranked.,Neutral
5860,Good job Kate!!! He SO deserved this.👍👍,Positive
5861,Haha classic!! Kate is soooooo cute!!!! 🙈🙈,Positive
5862,Yes!  More videos like this!  Harmless pranks that don't interfere with your relationship!!! :D,Positive
5863,I want steve to eat this shit,Negative
5864,Omg i laughed so hard at 10:23🤣🤣🤣🤣🤣🤣😂🤣😂🤣😂🤣😂🤣🤣😂😂🤣 HAAAAH WHAT THE HELL🤣🤣🤣😂🤣🤣😂🤣😂🤣😂,Positive
5865,"Does anyone else feel like having a pot noodle after this ?😂🤷🏼‍♀️
Edit:*watching",Positive
5866,Yo let’s get to 2 million. They deserve it!,Neutral
5867,U do realize this can miss ur body up and also put him in the hospital good prank but ur risking going to the hospital,Negative
5868,The best/music in the background is soooo good literally nodding my head to it 🤙🏾👍🏾,Positive
5869,i love how he whales like a girl,Positive
5870,I think its funny that he still ate more than her.,Positive
5871,She's evil  !!!!!,Negative
5872,7.18 hes looking at the camera 😅😅,Neutral
5873,Slaiman literally was a drag queen.😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Negative
5874,U 2 are so cute together!!!,Positive
5875,*10:21** damn.. escucha esos  gmi2 tan rikos :v (no soy gay solo es joder :v) **10:49** mas gmi2 v:*,Neutral
5876,she wont getting sex for over a year for pulling this prank!,Neutral
5877,Love Kate :D she is so good at acting,Positive
5878,This new season of Hot ones is really cool,Positive
5879,That is not funny douchebag,Positive
5880,Kate would never do this to Steve.,Neutral
5881,Kate 💪💪💪👍👍👍👍👍👍🔥,Neutral
5882,Nice,Positive
5883,Slaiman will regret pranking you twice 💩,Negative
5884,I know a guy who died from eating too spicy.,Negative
5885,hi Kate and slaiman,Neutral
5886,hi I'm new I subscribe today,Neutral
5887,That’s not fair/funny Kate.,Neutral
5888,"Kate, that was the best prank yet. Tops all the others. Slaiman's face tells a storey that being that he was in a bad place for those 15 minutes. literally on the floor laughing trying to catch my breath.",Positive
5889,😂😂,Neutral
5890,"I don't find this funny.   This was extremely dangerous.   Kate, you need to educated yourself on hot sauce.",Neutral
5891,Kate fr tryna kill his ass,Negative
5892,I was actually on the floor rolling for the prank part of the video,Neutral
5893,kate thats rude … do not joke with spice,Negative
5894,If she mixed them noodles up 😂,Neutral
5895,What a savage girlfriend 😂,Negative
5896,“Oh shit you want me to get you some water” 😂😂,Negative
5897,Kate scares me sometimes,Negative
5898,Definition of a prank going too far omfg,Neutral
5899,"daaaammnnnn kate,",Neutral
5900,"This is the best prank ever 
Hhhhhhhh:'(:O:'(:O:'(:O:'(:O:O:'(",Positive
5901,Hahahahahahahaha soooo funnyyyyy he started crying 😭,Negative
5902,best prank ever LMAO,Positive
5903,"Kate: “do you need to take a dump?” 
Kate: “is your tummy alright?” 
Slaiman: 😑😑
Me: 😂😂😂😂😂",Neutral
5904,"Omg i used to love watchin these v
Videos of u two. And this just pissed me off. Like why wud you turn the water off. This is soo dangerous. And the way kate reacted was fucked up.",Negative
5905,😂😂,Neutral
5906,10:49 I'm dead :'),Negative
5907,Good job for Kate. This was a good revenge prank.,Positive
5908,Poor slaiman brilliant prank tho luv u guys,Positive
5909,Her eyes look so ugly she needs sleep,Negative
5910,Who else has watched this about 10 times because its so funny?,Positive
5911,am new here and have subscribed to your channel love you too funny pranks ...,Positive
5912,am new here and have subscribed to your channel love you too funny pranks ...,Positive
5913,His face is hilarious 😂,Positive
5914,Who else agrees This is probably the best intro Kate has done in a video. Great prank 😊,Positive
5915,OMG OMG the face he keeps making hahahahahahahahhaha 😂😂😂,Neutral
5916,Remember when Simon did this to Kate with the hamburger I felt bad for her but this time it’s hella funny,Positive
5917,Love this prank!!!,Positive
5918,His face though lmao,Positive
5919,Haha ha cried like a little b..ch,Positive
5920,This is dangerous. She almost killed him.,Negative
5921,You didn't have to take the water 😐,Neutral
5922,Omg lol way to go Kate,Positive
5923,Send this to my country people here have a million scoville  units just in breakfast!,Neutral
5924,brilliant!!!,Positive
5925,This is actually dangerous...,Neutral
5926,I love it when Kate gets revenge. He definitely deserves it 😂😂😂,Positive
5927,slaimans face is hilarious 😂,Positive
5928,His voice got so high 😂,Neutral
5929,1:42 nahhh he’ll be fine I’m sure he’ll be fine,Positive
5930,"Shit is so stupid, you're like ninja of YouTube pathetic",Negative
5931,OMG....this is funny as hell!  Great job Kate!,Positive
5932,Kate follow me on Instagram @nicholassousa97,Neutral
5933,This is fucking hilarious!! I love that Kate always gets him back the best way!!!!!!!!!!!!!,Positive
5934,Slaiman screams like a girl it's hilarious! Like your videos keep doing more pranks!,Positive
5935,Sleimans next prank: Telling girlfriend i cheated on her for months,Negative
5936,kinda felt bad but he deserved it xD,Positive
5937,My favourite prank!,Neutral
5938,He screaming like a girl,Neutral
5939,Good job Kate 🤗,Positive
5940,This was so fucking funny omfg,Positive
5941,Best prank ever on him should have seen his face,Positive
5942,Hahaha almost the same when slaiman did the same by kate,Positive
5943,😂😂😂😂😂😂😂oh lord,Neutral
5944,Brutal!!! lol,Negative
5945,Team Kate 💕😂😂😂,Neutral
5946,Imagine if she accidentally switched the bowls and she would have eaten the spicy noodles,Negative
5947,Nice one  love it,Positive
5948,10:20 you're welcome 😂,Positive
5949,IS SHE TRYING TO KILL HER BF!?,Negative
5950,HAHAHAHAHAHAHAJAJAJAJAJAJAHAHAAHHAHA,Neutral
5951,"Ohhhhh
Nice channel",Positive
5952,Damn those look delicious!! I am hungry af now.,Positive
5953,Who else was dying bcuz of his reaction 😂😂😂😂,Neutral
5954,HAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Neutral
5955,😂😂 his face is priceless,Neutral
5956,HE WAS CRYING LOL,Negative
5957,One of the best pranks on him yet!,Positive
5958,https://youtu.be/0jL5Lv6XRow,Neutral
5959,Little did u know she has a pornhub video lol,Positive
5960,"I remember Slaiman did this prank on her when he was living in his apartment, he put it in her food and the milk she was trying to drink, she started crying really bad, yeah! Go Kate! Getting your revenge! Finally!",Negative
5961,10:21 asian orgasm,Neutral
5962,im sweating just watching lol,Positive
5963,So.... Who won?,Positive
5964,i wonder what happened when both of them wanted to prank and are pranking one another at the same time,Neutral
5965,He need some milk.That stuff be supper hot🔥🔥🔥,Neutral
5966,"Tbh they look so good, i would eat that 😍",Positive
5967,It's good to see that Kate is so more confident in front of the camera,Positive
5968,_eats spicy noodles_ *CAH CAH*,Neutral
5969,He looks like a baby,Positive
5970,Give kate viagra,Neutral
5971,B bismol,Neutral
5972,Wait where’s the before video. Cuz the last one I saw was a year ago where he pranked her,Neutral
5973,she's trying to kill him,Negative
5974,"Every single time she punks him, ""Turn the camera off.""",Neutral
5975,Imagine if Kate accidentally mixed up the bowls and started eating the one for Slaiman 😂,Negative
5976,Finally Kate got revenge for hot sauce prank!!!!It was harsh but.......fun!!Good luck guys!!!,Negative
5977,"Kate u win at everything!!!😂😂😂
Slaimans face!!! Omg this was the funniest prank ever",Positive
5978,Skidaddle skidoodle Kate made spicy noodle,Neutral
5979,Before watching his reaction I’m gonna predict he’s gonna drink the toilet water💀,Neutral
5980,"at 4:07 Did anyone notice that before when she was preparing the noodles, Slaimans bowl was a slightly different colour to kates but at 8:46 during the challenge they were the exact same colour? and dunno the reaction seemed a bit put on...",Positive
5981,Jajajaja His Reaction!!!!!!,Neutral
5982,😂😂😂,Neutral
5983,HAAAAA! HAAAA! HAAAA!,Neutral
5984,Water is the worst thing for spice 😂 milk is the best.   I love spicy stuff too the other day I ate 3 of the hot chillies and did t think much of it. It was spicy but I didn’t go crazy ahaha.,Negative
5985,finally 👹,Neutral
5986,Hahah!!  Kate rocks 😂🔥.. literally man i watched this video again and again.. and every time i laughed so much that. My stomach pains 😂😂!! Slaimen man  .. your reactions rocks too 😂🤣.. God bless both you .. and i hope more video of this kind .. especially reaction of slaimen😂✌🏻,Positive
5987,Is he a girl 😂 “aaaa”,Neutral
5988,LOOOOOOOOOL 10:22,Neutral
5989,Yo why would u cut the water he could have died but i guess u dont care,Negative
5990,😂😂,Neutral
5991,Best revenge I have ever seen 😂😂😂,Positive
5992,Awe :(,Negative
5993,THE REPERCUSSIONSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS OF SLAIMANS MEAN GF PRANKSSSSSSSSS  X'DDDDDDDDDDDDDDDDD,Neutral
5994,You need to do another one since he’s gotten you twice with hot sauce!,Neutral
5995,i cried laughing :p LMAO,Positive
5996,Omggg that was amaaaazing i never laughed soooo hard in awhile sooo good kate i'm on team kate now 😂😂😂😂😂,Positive
5997,JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA,Neutral
5998,Funniest video of all time. I'm dying with laughter 😂,Positive
5999,I would dump her after that lol. That was just too cruel,Negative
6000,Hasn't slaiman done that to you before with a cheese burger?!,Neutral
6001,lol i laughed so hard.great job Kate,Positive
6002,He needs some milk,Neutral
6003,"YESS!! ""THAT A GIRL!"" ""GO TEAM KATE!!"" The way I see it, its revenge for the hot sauce he put in your Mc-Eee Dees Bugar. 🤬😈",Negative
6004,Go Kate!!! 😂😂,Neutral
6005,Oh god I tried that hot sauce man it's hot as hell,Negative
6006,Like it but was a dangerous prank to do with somebody,Negative
6007,These are the pranks I love watching,Positive
6008,Better eat sugar than milk base in my own experience 👍,Positive
6009,"OMG, I have urinate my and I ended up in my washroom😅😅😅😅😅😅😅😅☺☺",Neutral
6010,"Haha, you know one drop of those type of hot sauce is torture, when she put in several drops of each, I was like oh sh*t, this could kill him!",Negative
6011,Kate is always so much better @ pranking! 😊😍,Positive
6012,I just laugh all the time. it was so funny.He deserves it to get a revenge like this :),Positive
6013,I almost died AHAHAHAHAHAHAHA,Negative
6014,i was laughing SO hard! sorry slaiman,Negative
6015,watch when he gets you back with it,Neutral
6016,"Slaiman you should make Kate think your doing something super nice for her and somehow half way into it let her  ""unintentionally""  think its a prank and keep denying its a prank and at the end actually do something nice for her. Something that will make her cry tears of joy.",Positive
6017,Poor Slaiman #SMH Team Kate 🙏🙏🙏,Negative
6018,slaiman does a spicy prank everyone freaks out and starts loosing their shit but kate does the same and more intense one everyone is like cute prank by kate like seriously?? WTF,Positive
6019,"Do you not find this spicy?? ..................lol oh hours later and I am still laughing, funniest in awhile thanks.",Positive
6020,Well played Kate,Positive
6021,🤣🤣🤣🤣🤣🤣,Neutral
6022,Vicious attempted murder 🔥🔥🔥🔥,Negative
6023,BY FARRRRR the best prank vid of theirs!,Positive
6024,That was another level,Neutral
6025,"Damn, that's some revenge, right there....lol",Negative
6026,11:12,Neutral
6027,😂😂😂,Neutral
6028,Slaiman roasted Kate,Neutral
6029,"That was awesome Kate!
I've never laughed so hard for someone's pain before, but this one was very good.
Thank you Kate & i'm sorry Slaiman :)) LOL!!!!",Positive
6030,My amazing friend ramim hossain is fundraising for Maria Cristina Foundation. Donate to ramim's JustGiving page https://www.justgiving.com/ramim-hossain?utm_source=Whatsapp,Positive
6031,Best video ever haha😂😂,Positive
6032,If they ever separate.... God forbid.... My trust in relationships will completely diminish.... You both are me and my gf's hope.,Positive
6033,"hey
share with us 😒😒",Positive
6034,DeathBySlaiman,Neutral
6035,I hope Kate remember to put the toilet paper in the freezer... or hidden it.. lol,Positive
6036,This was THE FUNNIEST video ever 😂😂😂😭😭😭😭🙌🙌🙌 TEAM KATE,Positive
6037,Fucking pussy,Neutral
6038,Now that what you call 100% Revenge! Well done Kate! Keep it up. That was epic! Sorry baby Slaiman!!,Negative
6039,Bad Acting.....!!!!,Negative
6040,Is no one going to talk about how he just swallowed his noodles! 🙃,Negative
6041,fuking HILARIOUS GOOD ONE KATEEEEEEEEEEEEEEEEE,Positive
6042,“Yea I’m gonna be diluting it...with other hot sauce🤷🏻‍♀️”😂😂,Neutral
6043,"Slaiman is really weird in front of the camera, he's like so inorganic",Positive
6044,You guys are couple goals😍😍😍😍,Neutral
6045,Lol. I would say Go Kate. This is what he gets for the McDonald’s he did that to and gave to you.,Positive
6046,I like putting hot sauce on my noodles 🍝 don’t judge me,Positive
6047,This is my favorite video of all time 😂,Positive
6048,I never knew a man could scream like that 😂😂,Negative
6049,He sounded so moody on the phone lol,Negative
6050,You finally got payback for him making you eat a spicy Cheeseburger from Mackers.,Neutral
6051,Kate well done!!! Nice revenge.... i am sure he dont wanna give you a spicy burger again muhahah,Positive
6052,He does look like he’s wearing lipstick 💄,Positive
6053,"Rest In Peace Slaiman

1 Like = 1 Prayer To Slaiman <3",Positive
6054,Haaaah haaaah hhhhh wtf this is like a porn vdo hh,Negative
6055,So I guess white boys AND white girls are hella dramatic in Australia,Neutral
6056,Lol his face😂😂😂,Positive
6057,His scream haahhaa,Negative
6058,Do some more kate you need revenge,Negative
6059,#Teamkate,Neutral
6060,i just have to watch their videos as soon as they upload them! why do i not like everyone's prank videos except slaiman and kate's,Negative
6061,Haaaaa,Neutral
6062,Give her laxative,Neutral
6063,Savage,Negative
6064,Bruh post more,Neutral
6065,FINALLY U FUCKED HIM IN DE ASS!,Negative
6066,Imagine she mixed em up and pranked herself,Neutral
6067,"Kate is amazing I’m so proud,this is next level. I love them both so this is like the best thing like ever!!!!!",Positive
6068,Slaiman acts like a transgender :D,Positive
6069,😂😂😂😂😂 katies revenge 😈,Negative
6070,That's what you get for always being a dick HAHA!,Positive
6071,This is video is funny but also mean,Positive
6072,I tested a sauce at a expo with Carolina reaper extract that was 7 million scotville units and nose started bleeding and my face went numb moral of the story this ain’t shit,Negative
6073,lel :P,Positive
6074,10:50,Neutral
6075,I literally could not stop laughing,Negative
6076,Hi kitty 😍😍😍😍 miss u,Negative
6077,"Hi guys! I love your pranks, but I don’t really like that Slaimans pranks could potentially mess up your relationship. Kate this prank was genius😂 it was one that doesn’t involve strong feelings about the relationship and those kind of pranks are a lot more interesting to me because I hate seeing people’s feelings hurt😕so I think that you guys should be doing more harmless pranks that don’t involve strong emotions in order for nothing to go potentially wrong with you guys in the long run. I love you guys, i look forward to seeing more vids that you create☺️💗💗 #teamkate",Positive
6078,P.s. I commented this BEFORE watching the whole video,Neutral
6079,Hey slayman... When you going to learn not to try to prank your girlfriend when your girlfriend is the evil spawn of Satan,Negative
6080,That is carzy,Neutral
6081,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,Neutral
6082,Omg 😂😂😂😂😂😂,Neutral
6083,You guys are hilarious.,Positive
6084,I thought she didn't even like a drop of spice. Why is she doing this challenge?,Neutral
6085,Lol Joker Lips....,Positive
6086,"Next prank, remove all the toilet paper from the house. Someone's gonna have some screaming  poops after this.",Negative
6087,I fucking died laughing the whole time slimon was screening “haaahhhaaah” 😂,Negative
6088,13:05   😆😆😆😆 👏👏👏 👌,Neutral
6089,OMG looks like the best revenge 👍,Positive
6090,I feel sorry for him,Negative
6091,"To make it a little bit extreme, Kate should've filled a cup of toilet water and give it him after he finds out there's no drink. Then after he finishes the water, she should've revealed its toilet water. SOZ SLAIMAN but I NEEDED to add this in😉😎",Negative
6092,Give me your snap chat?,Neutral
6093,"Nice going Kate paybacks are bitches lol ,that's the best yet !!!",Positive
6094,I didn't know Kate was a lesbian.,Neutral
6095,haaaaah! haaaaah!  😂😂😂 screaming like a girl!,Negative
6096,Slaiman’s reaction is gold 😂,Neutral
6097,"Nothing ever helps, just have to ride it out. When the snake attacks, the mongoose bites back!!",Negative
6098,Holy shit how many times y'all gonna get revenge 😂,Negative
6099,😄😄😄😄😄,Neutral
6100,hell yeah love these pranks!,Positive
6101,This is by far Kate's best prank. Fuckn Hilarious.,Positive
6102,lmfao  #teamkate,Positive
6103,Hahaha this is so funny poor Slaiman but well done Kate you got him good,Positive
6104,Awww poor slaiman,Negative
6105,"When do you start school?
(People from the comments)",Neutral
6106,Come on Slay you did the same to her  years ago.,Neutral
6107,"It’s OFFICIAL Kate’s pranks are BETTER!!! 😂😂😂

11:29",Positive
6108,"Well done Kate, you totally got his ass this time! #teamkate",Negative
6109,That is not good guys,Negative
6110,So happy Kate got revenge!!! Karma is a bitch!!!,Negative
6111,He looked like mr Popo from dragon ball z,Positive
6112,Kate prank are so funny to watch,Positive
6113,Lmao the noodles turned him gay,Positive
6114,"Babe... babe babe babe babe babe, look at me...

Serves you right.

Sucks to suck, Slai",Negative
6115,HAAAAAAAAH,Neutral
6116,LMFAO !!!!,Positive
6117,you tuck it too far when you trend of the water,Neutral
6118,"There, there. lol",Positive
6119,Imagine if she had mixed the bowls up and got the extra spicy bowl...,Neutral
6120,Finally recent video I saw love u guys,Positive
6121,Dude that must have burned his whole Butt down during Excreting that kinda Shit 😵😵,Negative
6122,10:19 I laughed so hard,Positive
6123,This is good revenge for the hot sauce prank he pulled on Kate,Negative
6124,"Heuuuuuuu ,  normally ,  we eat  noodles with water",Neutral
6125,pause @ 10:22 HAHAHA,Positive
6126,10:49😂😅😂😅😂😅😂😅😂😅😂🤣😂🤣😂🤣🤣I’m dead,Negative
6127,"would be nice to see, if he had used the fire extinguisher",Positive
6128,Serves him right after he gave Kate that spicy burger 😋,Neutral
6129,finallly she got him back,Neutral
6130,Allergies become like that,Positive
6131,Kate's pranks are officially better btw can someone send me that hot sauce,Positive
6132,OMG the face he made !!! xD Now this was a good prank! Not those emotional ones.,Positive
6133,a grown man cried,Negative
6134,That moan has to be the ringtone for Kate 😂,Negative
6135,😂😂😂,Neutral
6136,You’re ganna be shittin lava for a week oopsies 😂,Neutral
6137,lmao this is the funniest thing i've ever seen,Positive
6138,after long time guys....,Neutral
6139,You guys are couple GOALS!😂😂😂,Neutral
6140,Yay another Kate prank I love them <3,Positive
6141,Wait until he takes a shit and feel the burn upp his anus ;),Negative
6142,Kate’s not mean lol tbh he deserved it coz that prank was mean before but they’re all hilarious,Positive
6143,the no water was a little overboard. but he definitely deserves it lol.,Positive
6144,😂😂😂❤️😂,Neutral
6145,I think spicy noodles isn’t enough to get revenge do something bigger😈,Negative
6146,Fire in the hole !,Negative
6147,Can you do the actual spicy ramen noodle challenge? I wanna see it!,Positive
6148,At first I was like yes Kate he does too many harsh pranks on you now it’s his turn but then I felt bad coz he was so happy and In a good mood before she pranked him,Positive
6149,HAAAAAAAAAAAAH,Neutral
6150,"Don't drink water!!! Water just makes it worse. You should drink milk!


*HAAA KATE.. HAAA*",Negative
6151,Take a shot for every time they say  babe,Neutral
6152,"haha that is what you get Simon, he deserves it",Positive
6153,Im sorry for Slaimens part😅,Negative
6154,"The extreme hotness is tremendously hot!!! I eat food with normal chilli which is hot enough, but when I tried eating a different kind of chilli which is extremely hot, even my hands touching the chilli can feel the heat in my hands! One little bite of the chilli can be more than enough for me!",Neutral
6155,wooohooo got Slaiman 😍😍😍,Neutral
6156,Is this a Cxdy beat?,Neutral
6157,She used the same hot sauce slaiman used on her,Neutral
6158,This  is a first time I saw slaiman cring like kids😂😂😂,Positive
6159,#teamkate 😂😂😂,Neutral
6160,Fuxking right Kate lol,Positive
6161,“Kate this is really... HAAAAAA  HAAAAA”,Neutral
6162,"You pretty much just fed Slaiman pepper spray hahahaha which has a scouville level of about 750,000. No wonder he was freaking out lol",Positive
6163,😂😂 I like how kate was pretending to eat.,Positive
6164,The best prank ever on YouTube 😭😂😂😂,Positive
6165,I like the homer simpson frame in the background,Positive
6166,Today is my BIRTHDAY. .....and I love your beautiful couple. ....you guys are Awesome 😍,Positive
6167,omgggg his face 😂😂😂😂😂 he acting like a girl,Positive
6168,Spicy 😋😲😲😲😲🌶🌶🌶🌶🌶😃🤣🤣😂😂,Neutral
6169,This face is definitely gunna become a meme tho.,Positive
6170,"I was able to enjoy the video, because I didnt feel sorry for someone",Positive
6171,Payback is bitch,Negative
6172,How possible are you both still dating Kate and Slaiman???? After all these years with pranks :D,Positive
6173,Can i have some noodles kate? please?,Positive
6174,If I ate those nodols i would be going straight to the grave yard,Negative
6175,ive eaten those before... their actually really good xD,Positive
6176,"I would say I feel bad for him, but I dont. He kinda deserved that 😂😂😂",Negative
6177,Team Kate,Neutral
6178,Why the F U C K would he keep firing ENTIRE MOUTHFULS of the stuff down his throat while screaming it's far too hot?!,Negative
6179,"Payback is a bitch lol..
Slaiman gotta learn not to mess with her on a mental/emotional level lol.",Neutral
6180,♥️ #TeamKate,Neutral
6181,"nice revenge cate
still laughing at slaiman😁😁😁",Positive
6182,His screaming killed me,Negative
6183,Lame,Negative
6184,Hey I really love you guys.. You're the best,Positive
6185,10:21😂😂😂😂,Neutral
6186,At least he doesn’t cry like a little bitch unlike some people👀,Negative
6187,hes gay the way he scream,Negative
6188,He kinda deserved this tho... But never drink water after that!,Neutral
6189,"why is this channel still popular, even coming in my recommended when prank videos are utter shit",Neutral
6190,He deserved it😂😂😂,Neutral
6191,my god... Kate is so freaking cute.  best girlfriend a guy could even wish for!,Positive
6192,"The baby cry plus the face and voice, I'm deaddd looooooool",Negative
6193,Payback for when Slaiman put that death sauce in kates burger karmas a biatchhh love xx)),Positive
6194,"13:43 Yeah Kate, tapping his shoulder makes the spiciness go away",Positive
6195,Poor slaiman he was like I can’t breath kate but because she put super spicy hot sauce but he has made Kate cry In so many videos so a revenge prank wouldn’t hurt him right 😂😂,Negative
6196,Boogie 10:49,Neutral
6197,You got to see Slaiman's reaction as a dead end... Lol he's insanely getting freaked out and his face though hahaha,Neutral
6198,Hiiii!!!,Neutral
6199,"“500,000 units !!!!”
“HoLy ShIt Is iT tHaT bAd?!”",Negative
6200,I cried with laughter all the way through 😂 😂 😂,Positive
6201,Love your videos,Positive
6202,Lol girl power,Positive
6203,“PRANK ON SLAIMAN TURNS INTO DEATH”,Neutral
6204,Lol,Positive
6205,Slaiman at 10:50 😂😂😂,Neutral
6206,10:21 thank me later.,Positive
6207,Hes gonna have fun with the toilet💩💩🔥🔥🔥,Positive
6208,"Loved this prank so much. Kate you did great! I felt your pain when he pranked you and I was like ""Yeah you got him good"" kinda feeling. So funny! Love you guys!",Positive
6209,When will ppl learn that water doesn't help?! /facepalm,Neutral
6210,People really don't know that you can literally go into cardiac arrest from their body going into shock. I know that sounds far-fetched but it has happened. The fact that he got the hiccups wow. I know it's all out of fun but they are really stupid.,Positive
6211,Didn’t react anywhere close to that bad after doing the death nut challenge or the one chip challenge 😂   Good work though Kate!,Negative
6212,Oooh Slaiman your face 😱😱😂😂😂,Neutral
6213,Team Kate!!,Neutral
6214,Lmfaooo this was too funny,Positive
6215,"is it actually terrible that I'm crying with laughter with his reaction. (im not joking, im actually crying)",Negative
6216,Ooh! You are the cutest couple I ever seen 😊😊😊,Positive
6217,Best prank by far...,Positive
6218,Hahhaha!  Slaiman  Face 😂😂😂😂😂.This is the best Kate prank 👌👌👌👌👌,Positive
6219,Love you Kate!!!! Get Slaiman back lol.....I love you guys!!!!!!!!,Positive
6220,Loved the prank! I also liked to see a bit behind the scenes. I mean that part like how you start your vlogs. It was good. Thank you.,Positive
6221,I’m literally cracking up so much 😂😂😂😂😂,Neutral
6222,Ooh.. My God. Please.. Don't do this again.. It dangerous,Negative
6223,"Slaiman is a real alpha tho, my dude dying and still force feeding himself",Neutral
6224,You guys still pranking eachother? Dont you guys expect already to get pranked by eachother all the time so why act surprised smh...,Positive
6225,Woah kate... you killed it.,Negative
6226,"damn bro, slaiman is such a good sport, LMFAO!!!",Positive
6227,This is gotta be one of THE funniest pranks done by this channel. Good job Kate! Slaimons reaction was AMAZING XD,Positive
